6059D09,WAWA A                   ,ON  ,station joined    , Monthly total of daily adjusted precipitation, mm, Updated to December 2010
6059D09,WAWA A                   ,ON  ,station jointe    , Total mensuel des chutes de précipitations quotidiennes ajustées, mm, Mise à jour jusqu à décembre 2010
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1940, -9999.9,M, -9999.9,M,    26.1, ,    51.8, ,   124.7, ,   139.2, ,    53.5, ,    43.3, ,    46.1, ,    89.9, ,    63.6, ,    69.5, , -9999.9,M, -9999.9,M,   202.6, ,   236.0, ,   199.6, ,
1941,    36.4, ,    29.6, ,    43.5, ,    71.7, ,   112.7, ,    47.1, ,    58.0, ,   131.4, ,   167.7, ,   169.6, ,    61.8, ,    58.8, ,   988.4, ,   135.5, ,   228.0, ,   236.5, ,   399.1, ,
1942,    76.6, ,    17.6, ,    29.9, ,    28.9, ,   121.4, ,    34.1, ,    78.3, ,   142.0, ,   183.7, ,   193.9, ,   144.5, ,    43.7, ,  1094.6, ,   153.0, ,   180.2, ,   254.4, ,   522.1, ,
1943,    91.2, ,   138.1, ,    70.8, ,    28.1, ,   116.1, ,   213.9, ,    80.7, ,    95.5, ,   104.4, ,    68.0, ,    90.8, ,    82.0, ,  1179.7, ,   272.9, ,   215.1, ,   390.2, ,   263.2, ,
1944,    32.3, ,   132.2, ,   127.4, ,    59.3, ,   124.4, ,   108.2, ,   113.9, ,   130.4, ,   111.1, ,    66.4, ,    75.6, ,   122.2, ,  1203.5, ,   246.5, ,   311.2, ,   352.5, ,   253.1, ,
1945,    65.3, ,   116.7, ,    63.0, ,   170.9, ,    85.0, ,    55.1, ,    71.0, ,    82.3, ,   135.5, ,    65.2, , -9999.9,M,    70.3, , -9999.9,M,   304.2, ,   319.0, ,   208.4, , -9999.9,M,
1946,   120.2, ,    71.7, ,    26.8, ,   102.4, , -9999.9,M, -9999.9,M,    26.6, ,    51.3, ,    87.5, ,   190.1, ,    68.2, ,   139.3, , -9999.9,M,   262.3, , -9999.9,M, -9999.9,M,   345.8, ,
1947,    55.7, ,    31.8, ,    52.8, ,   153.6, , -9999.9,M,   156.3, ,    53.1, ,    75.0, ,    85.9, ,    17.5, ,    58.8, ,    60.4, , -9999.9,M,   226.8, , -9999.9,M,   284.4, ,   162.2, ,
1948,   104.6, ,    66.2, ,    60.6, ,   129.3, ,     7.4, ,    40.7, ,   159.8, ,   111.8, ,    58.9, ,    56.9, ,   155.3, ,   114.1, ,  1065.7, ,   231.2, ,   197.3, ,   312.3, ,   271.2, ,
1949,    99.9, ,   176.1, , -9999.9,M,    16.7, ,    85.5, ,   124.6, ,    79.2, ,   100.5, ,   162.9, ,   134.7, ,   105.1, ,    70.7, , -9999.9,M,   390.1, , -9999.9,M,   304.3, ,   402.7, ,
1950,   222.2, ,    97.2, ,    46.9, ,    82.3, ,   108.6, ,   129.7, ,    61.4, , -9999.9,M,    59.7, ,    70.3, ,   238.9, ,    47.0, , -9999.9,M,   390.1, ,   237.8, , -9999.9,M,   368.9, ,
1951,    36.8, ,   174.9, ,   201.2, ,   123.0, ,    22.7, ,    96.1, ,    29.8, ,   173.2, ,   100.7, ,   118.6, ,    78.3, ,   117.3, ,  1272.7, ,   258.7, ,   347.0, ,   299.1, ,   297.7, ,
1952,   134.0, ,    38.5, ,    60.9, ,    35.2, ,    83.8, ,   124.3, ,   179.4, ,    58.6, ,    70.7, ,    57.1, ,   110.9, ,    77.8, ,  1031.2, ,   289.8, ,   179.9, ,   362.4, ,   238.6, ,
1953,    71.3, ,    93.8, ,    69.6, ,    39.0, ,    66.5, ,    93.1, ,    75.2, ,    49.4, ,    98.5, ,    52.7, ,    71.9, ,   133.4, ,   914.4, ,   242.9, ,   175.1, ,   217.6, ,   223.1, ,
1954,   142.6, , -9999.9,M, -9999.9,M, -9999.9,M,    99.0, ,    69.8, ,    20.3, ,    55.2, ,    70.2, ,   134.4, ,    47.3, ,    54.7, , -9999.9,M, -9999.9,M, -9999.9,M,   145.4, ,   252.0, ,
1955,    65.5, ,    81.4, ,   126.3, ,    69.0, ,    75.9, ,    36.8, ,    55.7, ,   104.0, ,    65.9, ,   133.4, ,   102.5, ,    97.3, ,  1013.7, ,   201.6, ,   271.3, ,   196.4, ,   301.8, ,
1956,    21.9, ,    30.2, ,    15.0, ,    36.2, , -9999.9,M,    99.5, ,   100.4, ,   140.5, ,   130.5, ,    27.1, ,   118.2, ,   102.3, , -9999.9,M,   149.4, , -9999.9,M,   340.4, ,   275.8, ,
1957,   122.3, ,    38.5, ,    67.1, ,    67.6, ,    38.2, ,    61.9, ,    55.5, ,    52.8, ,   108.0, ,    59.8, ,    77.1, ,    76.7, ,   825.5, ,   263.1, ,   173.0, ,   170.2, ,   244.9, ,
1958,    51.8, , -9999.9,M,     8.4, ,    44.4, ,    95.7, ,    79.5, ,    38.6, ,   102.6, ,   126.0, ,    69.5, ,    78.8, , -9999.9,M, -9999.9,M, -9999.9,M,   148.6, ,   220.7, ,   274.2, ,
1959,    89.4, ,   102.2, ,    55.3, ,    63.8, ,   116.4, ,    51.7, ,    63.1, ,   181.0, ,   196.8, ,   132.6, ,    99.5, ,    22.8, ,  1174.5, , -9999.9,M,   235.4, ,   295.7, ,   428.9, ,
1960,    88.6, ,    50.3, ,    45.0, ,   144.2, ,    99.5, ,    59.3, ,    22.8, ,    76.4, ,    81.3, ,    44.6, ,   112.8, ,    75.6, ,   900.6, ,   161.6, ,   288.8, ,   158.5, ,   238.8, ,
1961,    38.1, ,    90.5, ,    80.7, ,    24.9, ,   100.2, ,    38.5, ,    68.4, ,    58.0, ,   117.0, ,   136.0, ,    69.5, ,   181.0, ,  1003.0, ,   204.2, ,   205.9, ,   164.9, ,   322.6, ,
1962,   167.9, ,    53.0, ,    24.8, ,    45.7, ,    62.1, ,    49.4, ,    81.0, ,   137.8, ,   165.3, ,    59.3, ,    59.0, , -9999.9,M, -9999.9,M,   402.0, ,   132.6, ,   268.2, ,   283.6, ,
