48.7	-123.7	1012573	DUNCAN KELVIN CREEK, BC
48.6	-123.4	1016940	SAANICHTON CDA, BC
48.7	-123.6	1017230	SHAWNIGAN LAKE, BC
48.5	-123.3	1018620	VICTORIA, BC
50.6	-126.9	1020270	ALERT BAY, BC
50.3	-125.4	1021480	CHATHAM POINT, BC
49.7	-124.9	1021830	COMOX A, BC
50.1	-124.9	1021960	CORTES ISLAND TIBER BAY, BC
49.3	-124.5	1024638	LITTLE QUALICUM HATCHERY, BC
49.2	-124.0	10253G0	NANAIMO CITY YARD, BC
50.7	-127.4	1026270	PORT HARDY A, BC
50.0	-125.3	1026639	QUINSAM RIVER, BC
50.8	-128.4	1031353	CAPE SCOTT, BC
49.4	-126.6	1032730	ESTEVAN POINT, BC
48.7	-125.1	1035940	PACHENA POINT, BC
50.4	-127.4	1036240	PORT ALICE, BC
50.5	-127.7	1036570	QUATSINO, BC
50.5	-127.7	1036572	QUATSINO, BC
49.1	-125.8	1038205	TOFINO A, BC
49.0	-125.5	1038332	UCLUELET KENNEDY CAMP, BC
49.6	-123.2	1041050	BRITANNIA BEACH FURRY CR, BC
49.9	-124.6	1046390	POWELL RIVER, BC
49.8	-124.3	1047770	STILLWATER POWER HOUSE, BC
51.9	-131.0	1051350	CAPE ST JAMES, BC
51.9	-131.0	1051351	CAPE ST JAMES, BC
54.3	-133.1	1054500	LANGARA, BC
54.0	-132.1	1054920	MASSET AIRPORT, BC
53.3	-131.8	1057050	SANDSPIT A, BC
53.5	-131.9	1058190	TLELL, BC
52.4	-126.6	1060841	BELLA COOLA A, BC
52.2	-128.1	1062544	DRYAD POINT, BC
54.0	-129.7	1062790	FALLS RIVER, BC
53.6	-127.9	1064020	KEMANO, BC
52.3	-128.7	1065010	MCINNES ISLAND, BC
54.3	-130.4	1066481	PRINCE RUPERT A, BC
54.3	-130.5	1066483	PRINCE RUPERT, BC
55.9	-130.0	1067742	STEWART A, BC
54.5	-128.6	1068130	TERRACE A, BC
55.2	-127.7	1073347	HAZELTON TEMLEHAN, BC
55.2	-129.0	1075384	NASS CAMP, BC
54.8	-127.2	1077500	SMITHERS A, BC
51.7	-123.1	1080870	BIG CREEK, BC
53.8	-126.0	1085835	OOTSA L SKINS L SPILLWAY, BC
50.3	-122.7	1086082	PEMBERTON AIRPORT CS, BC
51.7	-124.4	1088010	TATLAYOKO LAKE, BC
51.7	-124.4	1088015	TATLAYOKO LAKE, BC
53.1	-121.5	1090660	BARKERVILLE, BC
54.5	-124.3	1092970	FORT ST JAMES, BC
53.9	-122.7	1096450	PRINCE GEORGE A, BC
53.0	-122.5	1096625	QUESNEL, BC
53.0	-122.5	1096630	QUESNEL A, BC
52.2	-122.1	1098940	WILLIAMS LAKE A, BC
49.3	-121.8	1100120	AGASSIZ, BC
49.3	-122.9	1101200	BURQUITLAM VANCOUVER GOLF COUR, BC
49.3	-121.6	1104488	LAIDLAW, BC
49.4	-123.0	1107200	SEYMOUR FALLS, BC
49.2	-122.4	1107680	STAVE FALLS, BC
49.2	-123.2	1108447	VANCOUVER, BC
50.7	-121.9	1114627	LILLOOET SETON BCHPA, BC
50.3	-121.6	1114745	LYTTON 2, BC
50.7	-122.2	1117215	SHALALTH, BC
49.3	-120.1	1123360	HEDLEY, BC
49.8	-119.1	1123750	JOE RICH CREEK, BC
49.8	-119.6	1123993	KELOWNA QUAILS GATE, BC
50.1	-120.8	1125079	MERRITT, BC
50.0	-119.4	1125700	OKANAGAN CENTRE, BC
49.2	-119.6	1125766	OLIVER, BC
49.0	-119.4	1125865	OSOYOOS WEST, BC
49.5	-119.6	1126150	PENTICTON A, BC
49.5	-120.5	1126510	PRINCETON A, BC
50.3	-119.3	1128553	VERNON BELLA VISTA, BC
50.2	-119.2	1128582	VERNON, BC
49.5	-119.1	1130771	BEAVERDELL, BC
49.0	-118.5	1133270	GRAND FORKS, BC
49.1	-116.5	1142160	CRESTON, BC
49.4	-118.1	1142400	DEER PARK, BC
49.9	-118.1	1142820	FAUQUIER, BC
49.9	-116.9	1143900	KASLO, BC
49.6	-117.2	1145442	NELSON NE, BC
50.0	-117.4	1145460	NEW DENVER, BC
49.1	-117.8	1148700	WARFIELD, BC
49.1	-117.8	1148705	WARFIELD, BC
49.6	-115.8	1152102	CRANBROOK A, BC
49.5	-115.1	1152850	FERNIE, BC
49.1	-115.1	1153282	GRASMERE, BC
49.8	-115.6	1158730	WASA, BC
50.5	-119.2	1160483	ARMSTRONG HULLCAR, BC
52.1	-119.3	1160899	BLUE RIVER A, BC
51.0	-119.4	116146F	CELISTA, BC
51.3	-120.2	1162265	DARFIELD, BC
50.7	-120.4	1163780	KAMLOOPS A, BC
50.4	-118.8	1164730	LUMBY SIGALET RD, BC
50.7	-119.2	1166R45	SALMON ARM A, BC
51.6	-119.8	1168520	VAVENBY, BC
50.5	-119.8	1168880	WESTWOLD, BC
50.8	-116.3	1171020	BRISCO, BC
52.7	-119.5	1171393	CARIBOO LODGE, BC
51.3	-117.5	1173191	GLACIER, BC
51.3	-117.0	1173210	GOLDEN A, BC
52.0	-118.6	1175122	MICA DAM, BC
51.0	-118.2	1176751	REVELSTOKE AIRPORT RD, BC
55.8	-120.2	1182285	DAWSON CREEK A, BC
56.2	-120.7	1183000	FORT ST JOHN A, BC
55.8	-124.7	1183090	GERMANSEN, BC
59.3	-129.8	1191440	CASSIAR, BC
58.4	-130.0	1192340	DEASE LAKE, BC
58.8	-122.6	1192940	FORT NELSON A, BC
59.6	-133.7	1200560	ATLIN, BC
61.4	-139.1	2100182	BURWASH A, YT
62.1	-136.3	2100300	CARMACKS, YT
64.1	-139.1	2100402	DAWSON A, YT
62.2	-134.4	2100460	DRURY CREEK, YT
60.8	-137.5	2100630	HAINES JUNCTION, YT
60.8	-137.5	2100631	HAINES JUNCTION YTG, YT
69.6	-140.2	2100682	KOMAKUK BEACH, YT
69.6	-140.2	2100685	KOMAKUK BEACH A, YT
63.6	-135.9	2100700	MAYO A, YT
67.6	-139.8	2100800	OLD CROW A, YT
62.8	-137.4	2100880	PELLY RANCH, YT
62.0	-132.4	2100941	ROSS RIVER YTG, YT
68.9	-137.2	2100950	SHINGLE POINT A, YT
64.1	-139.1	2100LRP	DAWSON, YT
60.0	-131.2	2101081	SWIFT RIVER, YT
60.2	-132.7	2101100	TESLIN A, YT
60.2	-132.8	2101102	TESLIN, YT
60.9	-129.2	2101135	TUCHITUA, YT
60.1	-128.8	2101200	WATSON LAKE A, YT
60.7	-135.1	2101300	WHITEHORSE A, YT
70.2	-124.7	2200675	CAPE PARRY A, NT
66.2	-128.6	2201400	FORT GOOD HOPE A, NT
66.2	-128.7	2201450	FORT GOOD HOPE, NT
67.4	-134.9	2201601	FORT MCPHERSON A, NT
64.9	-125.6	2201700	TULITA A, NT
62.7	-109.2	2201903	FORT RELIANCE (AUT), NT
61.2	-113.7	2202000	FORT RESOLUTION A, NT
61.8	-121.2	2202101	FORT SIMPSON A, NT
60.0	-112.0	2202200	FORT SMITH A, NT
60.8	-115.8	2202400	HAY RIVER A, NT
68.3	-133.5	2202578	INUVIK CLIMATE, NT
69.9	-129.0	2202750	NICHOLSON PENINSULA, NT
65.3	-126.8	2202800	NORMAN WELLS A, NT
69.4	-133.0	2203910	TUKTOYAKTUK, NT
69.5	-133.0	2203914	TUKTOYAKTUK, NT
63.2	-123.4	2204000	WRIGLEY A, NT
62.5	-114.4	2204100	YELLOWKNIFE A, NT
61.3	-123.8	2204300	YOHIN, NT
64.3	-96.1	2300500	BAKER LAKE A, NU
63.3	-90.7	2300707	CHESTERFIELD INLET A, NU
69.6	-120.8	2300750	CLINTON POINT, NU
67.8	-115.1	2300902	KUGLUKTUK, NU
64.2	-83.4	2301000	CORAL HARBOUR A, NU
61.1	-100.9	2301102	ENNADAI LAKE, NU
68.7	-101.7	2302650	JENNY LIND ISLAND A, NU
68.5	-113.2	2302680	LADY FRANKLIN POINT A, NU
68.5	-89.8	2303092	KUGAARUK A, NU
68.8	-93.4	2303685	SHEPHERD BAY A, NU
65.8	-111.2	230N002	LUPIN, NU
82.5	-62.3	2400305	ALERT, NU
82.5	-62.3	2400306	ALERT UA, NU
63.3	-64.2	2400565	BREVOORT ISLAND, NU
67.5	-63.8	2400570	BROUGHTON, NU
68.8	-109.1	2400595	BYRON BAY A, NU
69.1	-105.1	2400600	CAMBRIDGE BAY A, NU
64.2	-76.5	2400635	CAPE DORSET A, NU
66.7	-61.4	2400650	CAPE DYER, NU
66.6	-61.6	2400654	CAPE DYER A, NU
68.5	-66.8	2400660	CAPE HOOPER, NU
70.5	-68.5	2400800	CLYDE A, NU
68.7	-71.2	2401030	DEWAR LAKES, NU
80.0	-85.9	2401200	EUREKA, NU
68.7	-97.8	2402340	GLADMAN POINT A, NU
68.8	-81.3	2402350	HALL BEACH A, NU
68.8	-81.3	2402352	HALL BEACH, NU
