31.0581	 -87.0547	011084	BREWTON 3 SSE, AL (  26.0 ft)
30.5467	 -87.8808	012813	FAIRHOPE 2 NE, AL (   7.0 ft)
32.8347	 -88.1342	013160	GAINESVILLE/LOCK, AL (  38.0 ft)
32.7017	 -87.5808	013511	GREENSBORO, AL (  67.0 ft)
31.8700	 -86.2542	013816	HIGHLAND HOME, AL ( 181.0 ft)
34.7442	 -87.5997	015749	MUSCLE SHOALS REGIONAL AP, AL ( 165.0 ft)
34.1736	 -86.8133	017157	SAINT BERNARD, AL ( 244.0 ft)
34.6736	 -86.0536	017304	SCOTTSBORO, AL ( 188.0 ft)
32.4100	 -87.0153	017366	SELMA, AL (  45.0 ft)
33.4164	 -86.1350	018024	TALLADEGA, AL ( 137.0 ft)
31.5411	 -87.8833	018178	THOMASVILLE, AL ( 123.0 ft)
31.8075	 -85.9722	018323	TROY, AL ( 165.0 ft)
33.2222	 -87.6092	018380	TUSCALOOSA/ACFD, AL (  51.0 ft)
32.0142	 -85.7464	018438	UNION SPRINGS 9 S, AL ( 140.0 ft)
34.5667	 -85.6128	018469	VALLEY HEAD, AL ( 324.0 ft)
32.3686	-112.8617	020080	AJO, AZ ( 549.0 ft)
33.3761	-112.5828	021026	BUCKEYE, AZ ( 271.0 ft)
36.1533	-109.5394	021248	CANYON DE CHELLY, AZ (1710.0 ft)
33.2058	-111.6819	021514	CHANDLER HEIGHTS, AZ ( 434.0 ft)
34.3494	-111.6981	021614	CHILDS, AZ ( 808.0 ft)
35.2681	-111.7428	023160	FORT VALLEY, AZ (2240.0 ft)
36.0528	-112.1503	023596	GRAND CANYON/NATL PK, AZ (2069.0 ft)
34.9094	-110.1544	024089	HOLBROOK, AZ (1546.0 ft)
35.2000	-114.0167	024645	KINGMAN NO 2, AZ (1079.0 ft)
36.8644	-111.6022	024849	LEES FERRY, AZ ( 979.0 ft)
33.4044	-110.8700	025512	MIAMI, AZ (1085.0 ft)
34.1547	-114.2897	026250	PARKER, AZ ( 125.0 ft)
31.9356	-109.8378	026353	PEARCE SUNSITES, AZ (1326.0 ft)
34.5706	-112.4322	026796	PRESCOTT, AZ (1587.0 ft)
33.6731	-111.1508	027281	ROOSEVELT 1 WNW, AZ ( 672.0 ft)
33.0800	-111.7417	027370	SACATON, AZ ( 392.0 ft)
32.8150	-109.6808	027390	SAFFORD/AGR CTR, AZ ( 901.0 ft)
34.5172	-109.4028	027435	SAINT JOHNS, AZ (1765.0 ft)
35.3322	-112.8797	027716	SELIGMAN, AZ (1601.0 ft)
31.7056	-110.0569	028619	TOMBSTONE, AZ (1405.0 ft)
32.2292	-110.9536	028815	TUCSON NWSO, AZ ( 755.0 ft)
33.8169	-109.9833	029271	WHITERIVER 1 SW, AZ (1561.0 ft)
33.9792	-112.7403	029287	WICKENBURG, AZ ( 639.0 ft)
35.2406	-112.1903	029359	WILLIAMS, AZ (2058.0 ft)
32.6114	-114.6350	029652	YUMA CITRUS STATION, AZ (  58.0 ft)
34.8822	 -91.2153	030936	BRINKLEY, AR (  61.0 ft)
35.0842	 -92.4289	031596	CONWAY, AR (  96.0 ft)
36.4197	 -90.5858	031632	CORNING, AR (  91.0 ft)
36.4164	 -93.7917	032356	EUREKA SPRINGS 3 WNW, AR ( 433.0 ft)
36.1006	 -94.1744	032444	FAYETTEVILLE/EXP STN, AR ( 387.0 ft)
36.4261	 -94.4481	032930	GRAVETTE, AR ( 384.0 ft)
36.4947	 -91.5350	034572	MAMMOTH SPRING, AR ( 198.0 ft)
34.5731	 -94.2494	034756	MENA, AR ( 345.0 ft)
35.6042	 -91.2744	035186	NEWPORT, AR (  70.0 ft)
35.5125	 -93.8683	035512	OZARK 2, AR ( 253.0 ft)
34.2256	 -92.0189	035754	PINE BLUFF, AR (  66.0 ft)
36.2639	 -90.9681	035820	POCAHONTAS 1, AR (  96.0 ft)
33.7975	 -93.3767	035908	PRESCOTT, AR (  94.0 ft)
33.8100	 -91.2703	036253	ROHWER, AR, AR (  46.0 ft)
35.3028	 -93.6369	036928	SUBIACO, AR ( 152.0 ft)
37.8744	-122.2589	040693	BERKELEY, CA (  91.0 ft)
33.6131	-114.5972	040924	BLYTHE, CA (  82.0 ft)
32.9544	-115.5581	041048	BRAWLEY 2 SW, CA ( -30.0 ft)
41.5336	-120.1736	041614	CEDARVILLE, CA (1424.0 ft)
39.6911	-121.8211	041715	CHICO UNIVERSITY FAR, CA (  56.0 ft)
32.6400	-117.0858	041758	CHULA VISTA, CA (  17.0 ft)
39.0911	-120.9481	041912	COLFAX, CA ( 732.0 ft)
32.9897	-116.5872	042239	CUYAMACA, CA (1415.0 ft)
38.5350	-121.7761	042294	DAVIS 2 WSW EXP FARM, CA (  18.0 ft)
36.4622	-116.8669	042319	DEATH VALLEY, CA ( -59.0 ft)
38.3306	-120.6706	042728	ELECTRA P H, CA ( 218.0 ft)
40.8106	-124.1603	042910	EUREKA, CA (   6.0 ft)
34.7042	-118.4275	042941	FAIRMONT, CA ( 933.0 ft)
39.5094	-123.7567	043161	FORT BRAGG 5 N, CA (  37.0 ft)
36.7800	-119.7194	043257	FRESNO YOSEMITE INTL AP, CA ( 102.0 ft)
36.3219	-119.6356	043747	HANFORD 1 S, CA (  75.0 ft)
41.8042	-123.3758	043761	HAPPY CAMP RANGER ST, CA ( 341.0 ft)
38.6175	-122.8731	043875	HEALDSBURG, CA (  33.0 ft)
36.7981	-118.2036	044232	INDEPENDENCE, CA (1202.0 ft)
33.7086	-116.2153	044259	INDIO FIRE STATION, CA (  -6.0 ft)
39.3183	-120.6392	044713	LAKE SPAULDING, CA (1572.0 ft)
36.3817	-119.0264	044890	LEMON COVE, CA ( 156.0 ft)
